Country,City,State,Postal Code,Region,DATE_VALID_STD,DOY_STD,MIN_TEMPERATURE_AIR_2M_F,AVG_TEMPERATURE_AIR_2M_F,MAX_TEMPERATURE_AIR_2M_F,MIN_TEMPERATURE_WETBULB_2M_F,AVG_TEMPERATURE_WETBULB_2M_F,MAX_TEMPERATURE_WETBULB_2M_F,MIN_TEMPERATURE_DEWPOINT_2M_F,AVG_TEMPERATURE_DEWPOINT_2M_F,MAX_TEMPERATURE_DEWPOINT_2M_F,MIN_TEMPERATURE_FEELSLIKE_2M_F,AVG_TEMPERATURE_FEELSLIKE_2M_F,MAX_TEMPERATURE_FEELSLIKE_2M_F,MIN_TEMPERATURE_WINDCHILL_2M_F,AVG_TEMPERATURE_WINDCHILL_2M_F,MAX_TEMPERATURE_WINDCHILL_2M_F,MIN_TEMPERATURE_HEATINDEX_2M_F,AVG_TEMPERATURE_HEATINDEX_2M_F,MAX_TEMPERATURE_HEATINDEX_2M_F,MIN_HUMIDITY_RELATIVE_2M_PCT,AVG_HUMIDITY_RELATIVE_2M_PCT,MAX_HUMIDITY_RELATIVE_2M_PCT,MIN_HUMIDITY_SPECIFIC_2M_GPKG,AVG_HUMIDITY_SPECIFIC_2M_GPKG,MAX_HUMIDITY_SPECIFIC_2M_GPKG,MIN_PRESSURE_2M_MB,AVG_PRESSURE_2M_MB,MAX_PRESSURE_2M_MB,MIN_PRESSURE_TENDENCY_2M_MB,AVG_PRESSURE_TENDENCY_2M_MB,MAX_PRESSURE_TENDENCY_2M_MB,MIN_PRESSURE_MEAN_SEA_LEVEL_MB,AVG_PRESSURE_MEAN_SEA_LEVEL_MB,MAX_PRESSURE_MEAN_SEA_LEVEL_MB,MIN_WIND_SPEED_10M_MPH,AVG_WIND_SPEED_10M_MPH,MAX_WIND_SPEED_10M_MPH,AVG_WIND_DIRECTION_10M_DEG,MIN_WIND_SPEED_80M_MPH,AVG_WIND_SPEED_80M_MPH,MAX_WIND_SPEED_80M_MPH,AVG_WIND_DIRECTION_80M_DEG,MIN_WIND_SPEED_100M_MPH,AVG_WIND_SPEED_100M_MPH,MAX_WIND_SPEED_100M_MPH,AVG_WIND_DIRECTION_100M_DEG,TOT_PRECIPITATION_IN,TOT_SNOWFALL_IN,TOT_SNOWDEPTH_IN,MIN_CLOUD_COVER_TOT_PCT,AVG_CLOUD_COVER_TOT_PCT,MAX_CLOUD_COVER_TOT_PCT,MIN_RADIATION_SOLAR_TOTAL_WPM2,AVG_RADIATION_SOLAR_TOTAL_WPM2,MAX_RADIATION_SOLAR_TOTAL_WPM2,TOT_RADIATION_SOLAR_TOTAL_WPM2
United States,San Antonio,Texas,78207,Central,27-12-2021,361,44.8,54.3,61.5,37.3,44,48.5,20.7,27.5,33.8,42.6,52.6,61.5,42.6,52.6,61.5,44.8,54.3,61.5,23,36,47,2.7,3.6,4.6,891.28,896.24,900.28,-1.3,-0.3,1.1,1001.88,1006.61,1011.36,3.5,7.3,12.2,178,5.4,13.5,24,203,4.2,10.6,19.4,216,0,0,0,0,60,100,0,103.7,512.7,2489.3
United States,San Antonio,Texas,78207,Central,27-12-2021,361,64.7,70.3,78.3,62.7,65.3,68,60.5,62.6,64.8,64.7,70.8,80.3,64.7,70.3,78.3,64.7,70.8,80.3,57,78,94,11.4,12.3,13.3,989.03,992.96,995.56,-1.1,-0.2,0.5,1004.06,1008.36,1011.65,1.8,6.9,11.6,172,8.2,12.4,17.9,185,8.1,12.3,17.9,190,0,0,0,16,60,100,0,115.3,480.7,2767.9
United States,New York City,New York,10011,East,27-12-2021,361,62.9,66.7,69.2,61.2,63,64.2,59.9,61,61.9,62.9,66.7,69.2,62.9,66.7,69.2,62.9,66.7,69.2,75,82,92,11.1,11.6,11.9,992.03,993.54,994.54,-1.1,-0.1,0.7,1008.09,1009.9,1011.49,2.6,9.7,17.4,212,4.8,14.8,22.8,213,4.7,15,22.1,214,0,0,0,59,96,100,0,28.3,188.5,681
United States,Houston,Texas,77095,Central,27-12-2021,361,65.5,69,74.7,62.8,64.9,67.7,60.9,62.8,64.8,65.5,69,74.7,65.5,69,74.7,65.5,69,74.7,69,81,88,11.4,12.2,13.1,1004,1006.18,1008.18,-1.3,-0.1,0.5,1008.74,1010.95,1013.29,0.5,11.9,22,209,2.2,17.6,27.5,212,2.6,18.2,28.1,213,0,0,0,51,88,100,0,54.8,303.1,1315.5
United States,San Diego,California,92024,West,27-12-2021,361,-6,13.6,24.8,-6.6,12.8,24.4,-10.9,10,23.4,-14.9,1.4,17.3,-14.9,1.4,17.3,-6,13.6,24.8,79,86,95,0.6,1.7,2.8,951.25,957.64,964.62,-1.9,0.1,1.5,998.04,1003.71,1010.35,0,11.2,20.2,222,4.5,19.5,31.2,223,6.4,19.5,27.1,227,0.29,4.88,17.9,30,93,100,0,39.4,245.4,946.4
United States,Appleton,Wisconsin,54915,Central,27-12-2021,361,38.2,49.9,58.5,34.5,47.1,56.9,28.1,43.8,55.9,33.9,47.3,56.6,33.9,47.3,56.6,38.2,49.9,58.5,64,80,95,3.3,6.6,9.8,977.86,984.03,989.45,-1.3,0.3,1.4,1001.87,1007.97,1013.53,0.3,8.7,17.6,263,6,17,24.5,265,6.9,18.2,27.1,267,0,0,0,1,80,100,0,47.5,230.8,1139
United States,Richmond,Kentucky,40475,South,27-12-2021,361,65.9,70.6,78.7,65.9,67.9,70.8,65,66.6,69.8,65.9,71.3,81.2,65.9,70.6,78.7,65.9,71.3,81.2,63,88,100,13.3,14,15.6,997.88,1000.9,1003.62,-1.2,-0.2,0.4,1007.04,1010.32,1013.56,2.4,10.5,19.7,183,9.2,16,23.8,185,11.5,16.6,22,187,0,0,0,15,76,100,0,85.3,334.9,2045.2
United States,Bellevue,Washington,98006,West,27-12-2021,361,51.6,63.9,77.8,51.5,59.8,66.2,51.3,57.4,60.4,51.6,64.1,79.4,51.6,63.8,77.8,51.6,64.2,79.4,53,81,100,8.4,10.7,11.8,950.51,955.42,958.94,-1.7,-0.3,0.9,1002.34,1007.24,1011.42,0,5.7,10.6,162,0.8,9.9,20.7,180,1.5,8.5,17,185,0,0,0,0,22,97,0,114.8,466.4,2756.2
United States,Long Beach,New York,11561,East,27-12-2021,361,-2.4,12.4,31.3,-3.1,11.4,30.5,-7.8,7.3,29.2,-9.7,1,24.5,-9.7,1,24.5,-2.4,12.4,31.3,69,80,95,0.7,1.6,3.6,958.73,965.28,970.49,-1.8,0.3,1.6,998.87,1006.17,1011.9,0.6,10.8,20.1,269,0.3,19.2,32.4,267,1.8,19.6,33.8,266,0.06,0.58,5.1,4,66,100,0,85.8,380.3,2061.1
United States,Philadelphia,Pennsylvania,19140,East,27-12-2021,361,45.7,56.6,63.9,39.6,51,61.8,29.8,44,60.9,43.7,56.3,63.9,43.7,56.3,63.9,45.7,56.6,63.9,34,65,94,3.6,7,11.9,962.83,967.17,970.39,-1.3,0.2,1.1,1003.86,1008.09,1011.73,1.7,5.4,11,267,10.3,15,26,265,7.5,14.2,27.1,261,0,0,0,2,78,100,0,106,451.2,2544.8
United States,Philadelphia,Pennsylvania,19140,East,27-12-2021,361,59.8,65.4,68.5,59,62.6,64.5,58.6,61,62.6,58.1,65.3,68.5,58.1,65.3,68.5,59.8,65.4,68.5,80,86,96,10.7,11.7,12.4,983.98,985.34,986.79,-1,-0.1,1.1,1009.79,1011.84,1013.65,1.3,10.8,16.9,219,9.3,14.1,17.8,211,8.1,13.2,16.3,216,0.01,0,0,50,97,100,0,27.5,165.3,660.2
United States,Seattle,Washington,98103,West,27-12-2021,361,47.5,54.4,61.6,39.8,45.2,57.8,15.8,26.8,55.3,42.6,51.7,61.6,42.6,51.7,61.6,47.5,54.4,61.6,19,37,80,2,3.6,9.8,957.24,963.19,967.57,-1.5,-0.1,0.9,1002.74,1008.46,1014.1,3.4,9.8,15.3,46,9.4,15.2,19,37,9.1,15.2,20.8,43,0,0,0,0,41,100,0,137.7,558.4,3305.1
United States,Seattle,Washington,98103,West,27-12-2021,361,42.9,54.4,65.9,37,48,61.1,24.8,39.3,58.9,36,52.3,65.9,36,52.3,65.9,42.9,54.4,65.9,35,58,85,2.9,5.9,11,969.69,975.45,979.3,-1.5,0.2,1.5,1002.51,1008.31,1012.27,2.8,9.8,16.8,281,8.9,16.3,26.4,283,8.6,14.9,24.3,289,0,0,0,0,56,100,0,122,512.1,2928.1
United States,San Francisco,California,94109,West,27-12-2021,361,61.5,66.9,72.2,60,63.7,66.4,59.1,61.9,63.6,61.5,66.9,72.2,61.5,66.9,72.2,61.5,66.9,72.2,72,84,94,10.7,11.9,12.7,997.96,999.82,1001.43,-1.2,-0.1,0.8,1009.38,1011.59,1013.64,0,4.5,8.7,196,5.2,13.1,18.1,195,6.5,12.6,17.8,205,0,0,0,58,95,100,0,42,163,1008
United States,Seattle,Washington,98115,West,27-12-2021,361,28.8,36.2,41.8,26.5,34.9,41,21.3,32.7,40.1,19.6,27.8,37,19.6,27.8,37,28.8,36.2,41.8,73,87,97,2.5,4.1,5.4,978.01,981.01,985.73,-2.6,0,1.4,1003.29,1006.44,1011.32,5,13.4,23.1,216,6.8,19.1,33.3,220,7.2,19.1,29.2,225,0.3,0,0.7,90,99,100,0,24.4,130.3,585.4
United States,New York City,New York,10011,East,27-12-2021,361,10.3,24.9,32.9,9.2,23.7,32.2,4.5,20.6,31.1,-2.3,12.8,23.1,-2.3,12.8,23.1,10.3,24.9,32.9,68,84,96,1.2,2.6,3.8,959.38,962.8,968.38,-1.8,0.1,1.4,1002,1005.75,1010.4,8.1,14.7,22,211,12.8,20.4,28.4,222,13.8,21.1,28.9,218,0.04,0.77,5.5,3,72,100,0,21.8,135.5,523.4
United States,Philadelphia,Pennsylvania,19134,East,27-12-2021,361,35.8,45.8,58.2,31.8,41.7,56.1,22.9,35.1,54.6,28.8,42.3,56,28.8,42.3,56,35.8,45.8,58.2,43,68,95,2.7,4.8,9.3,980.89,989.59,994.55,-1.7,0.4,2,1000.11,1008.54,1013.36,0.1,8.5,15.7,285,3.3,16.7,30.5,281,2.9,15.9,26.9,284,0,0,0,0,66,100,0,90,432.5,2159.8
United States,Columbia,South Carolina,29203,South,27-12-2021,361,66.4,69.8,77,64.6,66.2,68.5,62.6,64.3,65.7,66.4,70.2,79.5,66.4,69.8,77,66.4,70.2,79.5,62,84,96,12.3,13,13.7,989.95,993.79,996.85,-1.5,-0.3,0.8,1005.52,1009.31,1012.75,3,10.9,19.5,193,9.4,15.9,24.3,189,10.7,15.5,23.5,190,0,0,0,35,90,100,0,44,206.7,1056
United States,Seattle,Washington,98105,West,27-12-2021,361,61.2,66.6,73.1,58.2,63.2,65.2,54.9,61.2,64.3,61.2,66.6,73.1,61.2,66.6,73.1,61.2,66.6,73.1,64,84,95,9.5,12,13.4,966.63,970.96,974.35,-1,-0.2,0.9,1004.17,1008.46,1012.09,0.4,9.3,17.2,197,6.8,11.5,20,194,6.4,10.5,19.2,195,0,0,0,20,91,100,0,44.4,186.1,1064.2
United States,Allen,Texas,75002,Central,27-12-2021,361,67,71.3,76.5,66.4,68.5,72.2,64.5,67.1,70.7,67,72,79.9,67,71.3,76.5,67,72,79.9,71,87,100,12.9,14.1,15.9,1007.99,1010.79,1013.22,-1.2,-0.2,0.7,1008.95,1011.92,1014.75,0.6,4.4,9.8,182,7.6,12.4,17.4,188,9.1,13.8,17.8,190,0,0,0,47,94,100,0,71.8,395,1723.7
United States,Allen,Texas,75002,Central,31-12-2021,365,44.5,50.8,58.3,44.3,50.3,56.9,44,50,56.1,36.9,48.4,57.3,36.9,48.4,57.3,44.5,50.8,58.3,92,97,100,6.2,7.9,9.8,978.11,981.43,985.13,-1.5,-0.2,1.4,1002.01,1005.29,1009.52,1.7,7.6,18,172,7.2,13.9,18.9,183,8.2,13.8,19.4,190,0,0,0,43,94,100,0,46.5,200.1,1116.1
United States,Los Angeles,California,90004,West,31-12-2021,365,42.6,55.1,65.8,38.4,46.8,53,31.3,36.1,49.9,37.1,52.7,65.8,37.1,52.7,65.8,42.6,55.1,65.8,28,51,80,3.9,4.7,7.9,967.97,969.53,971.12,-1,0,1.4,1000.86,1003.05,1004.89,6,10.7,16.2,210,10.5,22.4,28.4,210,7.9,19.4,25,219,0,0,0,7,85,100,0,81.4,319.7,1953
United States,Atlanta,Georgia,30318,South,31-12-2021,365,26.2,28.4,32.5,24.9,27,31.9,20.9,24,31,15.7,22,30,15.7,22,30,26.2,28.4,32.5,71,83,94,2.4,2.8,3.7,982.09,984.06,986.69,-0.9,0.2,1.5,1007.39,1009.03,1010.53,0.6,6.9,13.5,305,1.7,9.5,17.2,310,2.2,10.4,18.9,312,0,0,2,100,100,100,0,38.9,181.9,933.9
United States,Los Angeles,California,90004,West,31-12-2021,365,57.2,64.7,70.8,56.8,63.4,68,56.2,62.8,66.7,57,64.7,70.8,57,64.7,70.8,57.2,64.7,70.8,87,93,98,9.6,12.3,14,999.02,1001.7,1003.72,-1.3,-0.2,0.6,1006.14,1008.54,1010.68,0.3,5.7,10.3,177,1.1,13.4,26.7,189,3.1,13.2,22.3,201,0,0,0,22,90,100,0,35.3,157.7,846.2
United States,Los Angeles,California,90004,West,31-12-2021,365,56.2,65.4,69.7,51.1,63,67,46.5,61.5,65.8,54.6,65.4,69.7,54.6,65.4,69.7,56.2,65.4,69.7,69,87,96,6.8,12,13.8,984.84,988.27,991.04,-1.1,-0.3,0.9,1003.72,1007.01,1009.97,1.4,6.9,12.1,186,7.7,15.3,29.5,189,9.8,15.6,26.9,191,0.04,0,0,35,92,100,0,57.2,312.5,1371.6
United States,Los Angeles,California,90004,West,31-12-2021,365,70.4,73.8,79.4,69.3,71.2,73.2,68.5,70,71.9,70.4,74.9,83.3,70.4,73.8,79.4,70.4,74.9,83.3,73,88,96,14.8,15.7,16.6,1007.48,1009.22,1011.74,-1.3,-0.1,1,1008.46,1010.2,1012.56,0.1,5.7,11.5,177,7.5,13.8,19.7,188,10.1,15.3,21.7,190,0,0,0,47,83,100,0,76.4,442.7,1833.5
United States,Los Angeles,California,90004,West,31-12-2021,365,-11.1,0.9,11.3,-11.8,0,10.2,-20.7,-5.9,6.6,-33.9,-17.5,-1.9,-33.9,-17.5,-1.9,-11.1,0.9,11.3,61,72,85,0.4,0.8,1.4,942.22,949.01,956.75,-0.5,0.6,2.2,1006.6,1014.67,1023.63,6.9,13.9,18.5,3,13.4,19.8,24.4,6,12.2,18.9,22.5,4,0,0.05,6.3,35,94,100,0,63.4,291.3,1521.6
United States,El Paso,Texas,79907,Central,31-12-2021,365,50.4,58.9,70.7,49.7,56.9,64.1,49.2,55.7,60.9,50.4,58.9,70.7,50.4,58.9,70.7,50.4,58.9,70.7,68,90,98,7.6,9.8,11.7,974.06,977.34,979.27,-1.5,-0.2,1.5,1004.99,1006.69,1008.12,0,2.8,9.4,209,1.2,8.8,17.6,210,4.2,9.4,16.1,220,0.71,0,0,5,82,100,0,77.1,406.3,1852.4
United States,El Paso,Texas,79907,Central,31-12-2021,365,48.5,56.4,66.2,41.7,49.5,56.2,31.9,41.6,53.9,46.2,55,66.2,46.2,55,66.2,48.5,56.4,66.2,41,59,88,4,6.2,9.3,954.83,957.52,960.24,-1.8,-0.2,1.2,1002.06,1004.59,1007.22,0.1,7.5,25.9,180,0.9,14.6,31,204,4.5,14.6,26.3,212,0.13,0,0,19,95,100,0,68.5,301.3,1642.6
United States,Aurora,Illinois,60505,Central,31-12-2021,365,47.2,58.3,68,46.8,57.3,64.1,46.5,56.8,62.9,47.2,58.2,68,47.2,58.2,68,47.2,58.3,68,78,95,100,6.8,10.2,12.5,984.15,986.3,988.75,-1.4,-0.1,1,1004.59,1006.53,1008.64,0.7,5.5,11,199,8.7,15.2,22.4,204,9.7,16.9,23.8,208,0.18,0,0,90,99,100,0,63.9,307.4,1532.5
United States,Florence,Alabama,35630,South,31-12-2021,365,71.6,76.4,83.4,70.9,72.5,74.2,67.7,70.9,72.8,71.6,78.9,87.9,71.6,76.4,83.4,71.6,78.9,87.9,63,84,99,14.5,16.1,17.2,1007.79,1009.11,1011.14,-1.1,-0.1,0.6,1010.57,1012.18,1014.33,4,7.1,11.8,187,11.9,15.1,17.9,195,13,15.9,18.9,196,0,0,0,15,79,100,0,99.6,432.4,2389.6
United States,New York City,New York,10011,East,31-12-2021,365,72.4,75.6,81.4,70.7,72.1,73.4,68.4,70.7,72.3,72.4,76.9,85.2,72.4,75.6,81.4,72.4,76.9,85.2,66,86,97,14.9,16,16.9,1008.14,1009.44,1011.82,-1.3,-0.1,0.6,1009.73,1011.2,1013.35,5.5,10.2,16.1,196,13,17.5,21.8,194,14.9,18.6,23.7,195,0.02,0,0,56,80,100,0,101.1,469.5,2424.9
United States,New York City,New York,10024,East,31-12-2021,365,-14,1,10.3,-14.4,0.2,9.6,-20,-4.8,6.8,-32.1,-11,-0.4,-32.1,-11,-0.4,-14,1,10.3,68,76,85,0.4,0.8,1.4,957.79,963.26,969.16,-0.3,0.5,1.3,1006.88,1012.57,1018.67,3.8,6.5,10,306,9.5,12,14.1,317,9.5,12.2,13.6,318,0,0,20.9,62,87,100,0,50.1,223.1,1203.2
United States,New York City,New York,10024,East,31-12-2021,365,34.5,42.3,49.7,33.8,41.6,48.2,33,40.8,47.8,30.1,39.9,48.6,30.1,39.9,48.6,34.5,42.3,49.7,90,94,99,4,5.6,7.2,977.4,981.05,984.72,-1.8,-0.2,0.9,1003.27,1006.66,1010.54,0,4.6,10.6,135,2.3,10.3,18,184,1.7,10.3,16.7,188,0,0,0,70,97,100,0,51.7,213.8,1239.9
United States,New York City,New York,10024,East,31-12-2021,365,11.8,21,27.3,10.5,19.5,25.2,5.1,15.7,22.4,-5.9,11.4,27.3,-5.9,11.4,27.3,11.8,21,27.3,72,80,94,1.3,2.1,2.7,944.04,949.9,956.91,-0.8,0.4,1.7,997.64,1004.06,1011.56,0,10.1,24.5,5,13.4,21.5,31.5,2,10.3,18.2,29.2,3,0,0,0,0,64,100,0,48.6,202.3,1166.3
United States,New York City,New York,10024,East,31-12-2021,365,72,75.6,79.9,71,73.3,75.6,70.5,72.4,73.9,72,78.7,85.6,72,75.6,79.9,72,78.7,85.6,81,90,97,15.9,17,18,1004.35,1007.28,1010.33,-2,-0.2,0.8,1004.17,1008.13,1011.29,6.3,14.8,21.3,164,12.5,20.9,27.7,166,14.5,23,30.8,166,0,0,0,22,75,100,0,107.8,432.6,2586.6
United States,New York City,New York,10024,East,31-12-2021,365,63.1,71.8,81.1,62.3,67.6,71.7,61.8,65.6,70.1,63.1,72.6,83.3,63.1,71.8,81.1,63.1,72.6,83.3,58,82,96,11.7,13.5,15.7,1003.99,1005.61,1007.84,-1.4,0,0.9,1011.6,1013.42,1015.83,0.6,6,13.9,191,3.9,11.4,18.1,198,4.2,10.6,16.1,201,0,0,0,4,73,100,0,63.7,405.3,1529.6
United States,New York City,New York,10024,East,31-12-2021,365,53.4,62.6,68.9,47.4,60.2,66.4,40.4,58.4,65.5,53.2,62.2,68.9,53.2,62.2,68.9,53.4,62.6,68.9,60,87,97,5.4,11,13.6,981.75,985.48,987.9,-1.3,-0.2,0.8,1003.99,1006.71,1008.86,0,7.2,14.1,192,1.2,13.9,21.6,197,2.4,14.4,23,200,0.37,0,0,17,88,100,0,84.5,493,2029.5
United States,New York City,New York,10024,East,31-12-2021,365,65.9,72.4,79.6,65.2,69.3,72.9,64.9,68,70.1,65.9,73.3,83.5,65.9,72.4,79.6,65.9,73.3,83.5,73,86,98,13.2,14.8,16,994.17,997.12,1000.06,-1.6,-0.2,0.6,1004.93,1007.99,1010.8,2.9,10.5,15.2,179,10.5,17,23.2,180,11,16.6,22.8,183,0,0,0,29,86,100,0,91.3,377.1,2190.7
United States,New York City,New York,10024,East,04-02-2022,35,28,31.8,36.2,26.7,31.1,35.9,24.2,29.9,35.5,19,24,30.6,19,24,30.6,28,31.8,36.2,85,92,98,2.7,3.5,4.4,992.53,1000.26,1006.33,-1.4,0.5,1.5,1017.49,1024.3,1030.18,6.7,9.1,12.4,338,10,13.6,16.1,336,9.1,12.3,14.9,335,0.03,0,0,100,100,100,0,42.4,176.7,1017.9
United States,New York City,New York,10024,East,04-02-2022,35,8.7,15.4,23.4,8,14.1,20.2,5,9.4,15.7,-2.6,6.3,18.3,-2.6,6.3,18.3,8.7,15.4,23.4,49,78,89,1.2,1.5,1.9,997.6,1000.22,1002.37,-1.3,0,0.9,1025.65,1028.27,1030.02,1.4,7,14,280,1.4,11.9,19.4,296,1.6,9.8,16.6,298,0.02,0.38,8.5,11,81,100,0,128.9,520.1,3093.8
United States,New York City,New York,10024,East,04-02-2022,35,-4.4,13.7,34.1,-4.9,11.6,29.2,-8.5,4.8,17.9,-21.5,1.8,28.4,-21.5,1.8,28.4,-4.4,13.7,34.1,48,69,83,0.7,1.4,2.3,926.31,927.72,929.18,-0.6,0,0.6,1029.71,1033.96,1036.32,6.3,9,10.9,283,8.9,16,24.5,285,8.2,13.3,17.7,289,0,0,6.8,0,1,3,0,184.8,702.1,4435.9
United States,Virginia Beach,Virginia,23464,South,04-02-2022,35,1.3,17.5,33,0.7,14.7,28.3,-3.3,3.2,15.9,-10.2,9.1,22.5,-10.2,9.1,22.5,1.3,17.5,33,33,55,80,0.8,1.1,1.9,998.04,1000.19,1002.03,-1,0,1,1030.8,1032.49,1033.72,0.9,8.4,16.7,290,2.6,12.4,19.8,302,3.5,11.5,16.9,298,0,0,4.6,0,22,100,0,161.7,620.6,3880.2
United States,Grapevine,Texas,76051,Central,04-02-2022,35,8.7,19,29.9,8,17.1,26.1,5.2,11.3,16.5,-1.3,11,21.6,-1.3,11,21.6,8.7,19,29.9,55,73,88,1.2,1.6,2,987.37,989.39,991.91,-1,0.2,0.7,1028.85,1031.11,1033.49,0.3,6.3,10,299,6.5,12.7,17.8,306,6.8,12.6,16.9,311,0,0,14,0,26,99,0,172.9,657,4150.2
United States,Grapevine,Texas,76051,Central,04-02-2022,35,5.2,13.2,22.5,4.3,11.7,20.4,-0.2,6,14.3,-7.9,3.1,15.6,-7.9,3.1,15.6,5.2,13.2,22.5,60,73,79,0.9,1.3,1.8,1002.63,1005.88,1008.77,-1.4,0.1,1.1,1027.29,1030.13,1032.55,0.6,7.8,15.3,291,3.7,15.4,25.7,306,4.4,14.4,25.9,303,0,0,12.4,4,68,100,0,151.7,587.3,3640.6
United States,Olympia,Washington,98502,West,04-02-2022,35,26.8,29.4,32.8,25.9,27.9,30.4,23.6,25,26.3,18.9,22.7,25.8,18.9,22.7,25.8,26.8,29.4,32.8,73,84,93,2.6,2.8,3,1017,1022.33,1026.77,-0.6,0.4,1.1,1026.5,1032.19,1036.33,3.3,6.7,8.7,334,8.2,15,18,333,8.9,14,16,335,0,0,0,31,91,100,0,63.6,262,1525.8
United States,Los Angeles,California,90032,West,04-02-2022,35,19.9,25.1,33.5,19.2,24.4,32.1,17.5,22.9,30.5,12.5,20.7,32.2,12.5,20.7,32.2,19.9,25.1,33.5,86,91,96,2.1,2.6,3.5,1010.81,1015.72,1018.66,-0.5,0.3,1.3,1029.37,1034.31,1037.4,0,3.9,6.8,333,8.7,13.5,16.5,329,8.8,13.6,17,330,0,0,2.9,0,71,100,0,144,546.5,3456.9
United States,Peoria,Illinois,61604,Central,04-02-2022,35,-7.4,4.5,18,-7.8,3.6,16,-11.9,-0.7,11.8,-19.8,-8.6,2.8,-19.8,-8.6,2.8,-7.4,4.5,18,68,79,82,0.5,1,1.6,985,988.14,991.39,-1.3,0,1.2,1028.47,1031.4,1034.02,1.9,9.4,17.6,307,2.2,18.2,28.7,299,3.2,19,29.3,296,0,0,4.7,2,56,100,0,142.4,558.4,3418.6
United States,Columbus,Ohio,43229,East,04-02-2022,35,19.4,27.6,38.2,18.2,25.7,34.4,15,21.8,28.5,6.7,17.5,29.3,6.7,17.5,29.3,19.4,27.6,38.2,64,79,85,1.9,2.5,3.3,996.5,1001.17,1003.96,-0.3,0.3,1,1029.71,1034.6,1037.63,7,11.9,17.2,340,10.3,18.7,23.7,339,12.3,18.4,22.4,339,0,0,1.2,0,59,100,0,140.8,556.4,3379.8
United States,New York City,New York,10011,East,04-02-2022,35,-5.4,0.5,7.2,-6,-0.5,5.5,-12,-7.7,-4.1,-16.9,-10.8,0.6,-16.9,-10.8,0.6,-5.4,0.5,7.2,57,68,80,0.5,0.7,0.8,988.85,992.02,995.43,-1.2,0,1.1,1027.35,1030.29,1032.74,0.6,6.8,13.1,294,1,11.5,17.6,293,2,11.7,17,294,0,0,8.8,9,85,100,0,115.2,481.2,2766.2
United States,Carrollton,Texas,75007,Central,04-02-2022,35,29.8,32.3,37,28.7,31.4,36.5,26.5,29.9,35.7,20.5,24.1,29.2,20.5,24.1,29.2,29.8,32.3,37,85,91,96,3,3.5,4.4,1006.67,1013.77,1019,-3.5,0.5,2.9,1019.87,1026.58,1031.62,7.4,10.2,13.8,327,11.3,15.5,19.9,335,12.5,15.7,19.4,335,0.13,0,0,100,100,100,0,62,284.5,1488.2
United States,Carrollton,Texas,75007,Central,04-02-2022,35,32.9,34.9,37.5,30.9,33,35.7,26.5,29.8,33.3,22.8,26.4,30.3,22.8,26.4,30.3,32.9,34.9,37.5,71,82,92,2.9,3.4,3.9,1023.63,1029.69,1034.64,-0.4,0.5,1.5,1025.07,1030.61,1035.55,8.7,12.2,16,341,15.8,18.1,21.4,345,15.6,17.9,20.4,347,0,0,0,100,100,100,0,47,174.3,1128.2
United States,Carrollton,Texas,75007,Central,04-02-2022,35,28.8,31.2,33.2,28.6,30.3,32.3,26.5,28.7,31.7,23.1,25.3,28.8,23.1,25.3,28.8,28.8,31.2,33.2,82,91,98,3,3.3,3.7,1016.92,1022.54,1027.51,-0.8,0.4,1.2,1025.87,1031.47,1035.58,1.1,6.3,10.5,342,10,15.4,19.3,336,10.6,14.5,17.4,337,0,0,0,80,99,100,0,49.2,223,1182.5
United States,Carrollton,Texas,75007,Central,04-02-2022,35,9.9,17.5,26.5,8.8,15.4,23.3,3.4,8.2,14.2,-1.7,8.8,18.6,-1.7,8.8,18.6,9.9,17.5,26.5,58,67,76,1.1,1.4,1.8,1008.1,1010.25,1012.87,-1.3,0.2,0.9,1028.85,1031.1,1033.35,1.5,6.8,14,308,5.2,12.7,21.9,311,5.8,13.5,22.8,314,0,0,14,0,33,100,0,166.7,646.1,4000.9
United States,Dover,Delaware,19901,East,04-02-2022,35,5.8,17.8,31,4.5,14.8,25.9,-8.5,1.7,11.7,-8.1,5.8,21.8,-8.1,5.8,21.8,5.8,17.8,31,35,50,75,0.7,1.1,1.7,966.03,967.92,969.26,-0.6,0,0.9,1027.81,1031.03,1032.61,6.1,11,19,302,8.5,17.8,22.4,293,6.9,16.3,21.4,303,0,0,0,0,30,100,0,134.1,579.4,3218
United States,Smyrna,Tennessee,37167,South,04-02-2022,35,27.9,32.9,39,26.6,31.8,38.3,24,30,37.5,19.9,27.4,37.5,19.9,27.4,37.5,27.9,32.9,39,84,89,98,2.8,3.6,4.9,976.16,983.04,989.3,-0.5,0.5,1.4,1015.13,1022.19,1028.48,2.1,6.2,9.5,319,3.2,11.1,14.9,318,4.3,10.2,13.7,322,0.14,0,0,97,100,100,0,51.6,238.1,1238.8
United States,Newark,Delaware,19711,East,04-02-2022,35,-5.8,0.5,7.1,-6.4,-0.5,5.5,-11.7,-7.2,-3.5,-17.9,-11.5,-2.2,-17.9,-11.5,-2.2,-5.8,0.5,7.1,58,70,83,0.5,0.7,0.8,990.03,993.24,996.72,-1.3,0,1,1027.47,1030.34,1032.77,1.3,7.7,15.9,301,1.3,11.1,17.7,291,1.8,11.4,16.7,290,0,0,8.2,14,88,100,0,114.3,471.8,2744.7
